content,score,text_processed,topic
"Gamenya udah bagus dan kalo saran lebih enak dikasih voice karakter biar lebih enak didengar. Sejauh ini gamenya sudah bagus kok.... Edit: udah lama gak main game ini lagi, sekarang udah mulai bosan dengan menyelesaikan quest yang sama untuk event bagi saya kurang menantang, penambahan karakter yang mengejutkan juga membuat saya ingin mendapatkan tapi seperti yang saya katakan jika game ini mulai membosankan, untuk quest perjalanan apakah berakhir sampai di sana dan tidak ada lanjutan cerita?",5,bagus saran enak dikasih voice karakter biar enak didengar bagus edit tidak bosan selesai quest event tantang karakter kejut bosan quest jalan tidak,bahasa atau cerita
"Mantap. Awal coba dibikin kecewa sama bug yang bikin gk bisa main terus buat keluhan, eh belum selesai ngeluh dah diperbaiki. Memang BEST lah admin gamenya 👍",5,mantap coba dibikin kecewa bug tidak main keluh selesai dah diperbaiki best admin,bahasa atau cerita
"Kenapa sering loading, Sering banget loadingny. Aplg setelah story pasti loading tuh",5,loading banget loadingny aplg story loading,perangkat hp
"Masih saja bug dari jaman beta sampai sekarang,dulu tidak bisa di kaitkan akun, sekarang di tutorial diminta summon tapi tidak ada diamond nya, keluhan saya sama kayak yang lain waktu di tutorial,bug nya sama berarti memang kesalahan developer donk",1,bug zaman beta tidak kaitkan akun tutorial summon tidak diamond keluh tutorial bug arti salah developer donk,perangkat hp
Kak Saya sudah hapus Chace nya tapi kok masih belum bisa ya?Tetep masih loading lama. Oh ya kak HP Saya ini HP Vivo 1820/Vivo Y91C Itu HP nya support Gk kak??? 😊🙏😃😃,5,kak hapus chace ya tetep oh ya kak hp hp vivo vivo hp support tidak kak,perangkat hp
Kok aku kalo login ko layar nya item yah maf kalo ada salah kata,1,login ko layar item yah maf salah,koneksi
"Saya punya permintaan sama developer, tolong kalo bisa tambahin sistem reser atma plis biar resource/level atma yang gak dipake bisa di pindahkan ke atma yang pengen dipake. tolong ya segera ditambahin fitur tadi di update selanjutnya 😁🙏",5,developer tolong sistem reser atma plis biar resource level atma tidak dipake pindahkan atma pengen dipake tolong ya ditambahin fitur update,bahasa atau cerita
"Mimin, kenapa di versi android 6.0 stuck pas masuk ya? Apa karena bug? Atau karena devicenya yang terlalu rendah? Mohon penjelasannya",4,mimin versi android stuck pas masuk ya bug rendah mohon,koneksi
Semua sudah sangat bagus tapi tolong permudah cara mendapatkan uang nya saya sudah kelebihan exp Hero tapi sangat kekurangan uang,4,bagus tolong permudah uang exp hero uang,bahasa atau cerita
Seru Banget Anjir Aku Kasih 5 Stars buat game Ini Respon yaa hehehhe,5,seru banget anjir kasih stars respons yaa hehehhe,bahasa atau cerita
Akhirnya ada bahasa Indonesia seneng banget weh,5,bahasa indonesia seneng banget weh,bahasa atau cerita
Bang tambahin fitur chat teman atau publik,4,bang fitur chat teman publik,bahasa atau cerita
gak bisa nargetin lawan secara manual,3,tidak nargetin lawan manual,bahasa atau cerita
"Terimakasih sudah mewujudkan saran kami agar alur cerita berbahasa indonesia lagi, tpi masih kurang karena di atma infonya masih bahasa ingris blum bahasa indonesia, dan untuk Atmanya coba ditambah lagi untuk hantu2 Asli indonesianya karna masih banyak hantu2 asli indonesia yang blum ada pada game ini.",5,wujud saran alur cerita bahasa indonesia tpi atma bahasa ingris bahasa indonesia coba ditambah asli asli indonesia blum,bahasa atau cerita
gimana cara login terbarunya kalau dulu cuma login lewat google play games. sekarang ngga bisa. berarti data save game saya terhapus ya ? gimana lah ini.,3,gimana login login google play games arti data save hapus ya,koneksi
"Game ini menurut saya bagus ya, tapi ada kekurangan nya yaitu, freez, black screen, force close, apa ini game gk mendukung di android 10 ya?. Saya harap untuk di perbaiki, soalnya saya masih di tutorial udah kena masalah itu 👉",3,bagus ya freez black screen force close tidak dukung android ya harap perbaiki tutorial kena,perangkat hp
"kembangkan game ini lebih baik kedepannya, thx banget udah dibalikin bhs indo nya jadi ngerti lagi sma alur ceritanya🤣",5,kembangkan thx banget dibalikin bhs indonesia ngerti sma alur,bahasa atau cerita
"gameplaynya ancur""an..setidaknya bikin animasi pas atma menggunakan ultimate move / skill",1,ancur animasi pas atma ultimate move skill,bahasa atau cerita
Ayo dev tingkatin lagi Kalo bisa tambahin atmanya Overall storynya dah memuaskan sekali dan karakter2nya bagus bagus,5,ayo dev tingkatin overall dah puas bagus bagus,bahasa atau cerita
"Game ini gak ada event Ramadannya..?, Padahal kan game buatan Indonesia. Game yang lain walaupun bukan game indo ada kok event Ramadannya.",4,tidak event indonesia indonesia event,bahasa atau cerita
"Akhirnya bahasa indo ada juga, gini kan mantab..",5,bahasa indonesia gini mantab,karya bangsa
Game RPG turn base buatan Indonesia dan sudah ada bahasa Indonesia nya juga.. Mantap,5,rpg turn base indonesia bahasa indonesia,karya bangsa
"cukup menarik sedikit saran aja dev. agar tambah bagus mungkin bagian tampilannya awal diperbagus, serta menambahkan event, dan juga perbanyak sub story overall semua tetep keren dan semangat untuk developernnya """,5,tarik saran dev bagus tampilannya diperbagus event sub story overall tetep keren semangat,bahasa atau cerita
bagus.. dapatin dm nya mudah.. tapi storynya susah.. rate gacha jelek,5,bagus dapatin dm mudah susah rate gacha jelek,karakter gacha
"blank screen after tutorial, loading telkom too long. fix it ty",2,blank screen tutorial loading telkom long fix ty,perangkat hp
"Gamenya keren, asli buatan Indonesian, dan kalau kita meliat info tentang pengertian urban legend itu dimana ya😂😂, sekalian buat tamba wawasan",5,keren asli indonesian liat info erti urban legend dimana ya kali tamba wawas,karya bangsa
Bagus gamenya storynya suka ada nuansa vibe Phoenix Wrightnya saran ditambah quaility life of timenya seperti fitur quick battle atau skip battle buat fight club' dan labiryn serta fitur quick deploy buat errandnya biar kayak idle heroes gitu. Segitu dulu sarannya.,5,bagus suka nuansa vibe phoenix wrightnya saran ditambah quaility life fitur quick battle skip battle fight club labiryn fitur quick deploy errandnya biar kayak idle heroes gitu,bahasa atau cerita
"Mau main aja di persulit,harus bikin akun agate lah dll, tapi masih aja ga mau masuk pas udah selesai bikin akun.ini belum aja main udah di bikin kesel sama registrasi nya,mau nya apasih bro...",5,main persulit akun agate dll tidak masuk pas selesai akun main kesel registrasi apasih bro,koneksi
"Game nya bagus aku rekomendasi in,tapi buat admin nya kok saya tidak bisa Menganti bahasa gamenya ya saya kurang faham dengan bahasa Inggris jadi tolong di buka fitur untuk Menganti bahasa nya",5,bagus rekomendasi admin tidak menganti bahasa ya paham bahasa inggris tolong buka fitur menganti bahasa,bahasa atau cerita
"Mohon ditambahin up bintangnya yg lebih dari 5 nya, Tambahin juga fitur reset level atau balikin level ke 1,agar bisa up yg lain Soal nya saya mau tranfer level ke yg lain yg bisa bintang 1bsar gx bisa🥺",4,mohon ditambahin bintangnya fitur reset level balikin level tranfer level bintang gx,bahasa atau cerita
"Dari Segi Grafis,Model,Dan Sound Sangat Baik !!! Tapi Tolong Perbaiki Damage Dan Skill Dari Atma,Karena Menurut Saya Damage Yang Diberikan Tidak Terlalu Terasa,Bahkan Untuk Lawan Yang Lemah Pada Elemen Atma Kita,Yang Bener² Masuk Banget Damage Nya Cuma Lihota,Padahal Di Team Saya Ada 2 Mage,1 Healer,1 Archer,Dan 1 Tank,Tapi Semuanya Gak Terlalu Berasa Damage Nya,Padahal Mage Saya Ada Yang Levelnya Sama Seperti Lihota,Tapi Melawan Elemen Yang Dimana Itu Efektif Pun Tidak Terasa",5,segi grafis model sound tolong perbaiki damage skill atma damage tidak lawan lemah elemen atma bener masuk banget damage lihota team mage 1 healer archer tank tidak damage mage lihota lawan elemen dimana efektif tidak,bahasa atau cerita
"Ayolah bro, chapter 13-26 sama tower of time floor 73 nggak masuk akal. Padahal udh pake Atma *6 lvl 110 semua, item juga lvl XV keatas tapi healnya si 2 ayam musuh sama blokadenya nggak masuk akal. Kehabisan turn nggak mati2 musuhnya. Stuck udh 2bulan",3,ayolah bro chapter tower time floor tidak masuk akal pake atma lvl item lvl xv keatas si ayam musuh masuk akal habis turn tidak musuhnya stuck,bahasa atau cerita
Ketika update nanti tolong tambahkan fitur reset atma nya terimakasih,5,update tolong tambahkan fitur reset atma,bahasa atau cerita
Karakter hero nya di bagusin lagi min biar banyak yg dwonload,5,karakter hero bagusin min dwonload,bahasa atau cerita
"Min tambahin login google otomatis atau direct langsung ke google/fb, soalnya kalo lewat browse dulu habis balik dari login ke menu awal lagi. Dan gitu aja terus gabisa login.",5,min login google otomatis direct google fb browse habis login menu,koneksi
Selesai tutorial layar nya jd blackscreen lamaaaaaaaa banget jd yah jelek game nya,1,selesai tutorial layar jd blackscreen lamaaaaaaaa banget jd yah jelek,bahasa atau cerita
Cuma disini mbak kuntilanak cantik awowowowo,5,mbak kuntilanak cantik awowowowo,karakter gacha
Saya sangat suka dengan storynya.hanya grafik battlenya coba di ubah jadi animasi ngak kaku jadi tidak bosen ngeliatnya,5,suka storynya grafik coba ubah animasi ngak kaku tidak bosen,bahasa atau cerita
"Game nya bagus, cuma kenapa pas buat akun pake email ngak ada notivnya ngak ada di kasih surat ini kayak mana dong tolong kasih tau saya",3,bagus pas akun pake email kasih surat kayak tolong kasih tau,bahasa atau cerita
Kak mau komentar kok stck di logo KK? Mohon bantuanya KK,5,kak komentar stck logo kk mohon kk,koneksi
"Kenapa abis tutorial langsung stuck, padahal sebelumnya bisa.. koneksi bagus.. dipakai game lain lancar kenapa code Atma habis tutorial langung stuck blank tidak bisa apa-apa",5,abis tutorial stuck koneksi bagus dipakai lancar code atma habis tutorial langung stuck blank tidak,perangkat hp
"Game nya bagus cuman kenapa pas mau lanjut layar nya hitem mulu gk kelar"" udh di tungguin lama juga kek gitu apalagi pas mau pasang akun gk bisa mohon di perbaiki lagi min",4,bagus cuman pas layar hitem mulu tidak kelar tungguin kek pas pasang akun tidak mohon perbaiki min,koneksi
"Hello developers saya memain kan game ini lagi karna nostalgic lihat di recommend game, jujur masih enak game nya tapi ada satu kesalahan? Setiap kali saya membersihkan cache di HP, ketika saya ingin memain kan game nya dia akan menjadi layar hitam sedetik kemudian terkeluar, maaf ya apa karna HP saya ini rusak atau gimana tapi terimakasih dan semangat developers 🤗",5,hello developers nostalgic lihat recommend jujur enak salah bersih cache hp memain layar hitam sedetik terkeluar maaf ya hp rusak gimana terimakasih semangat developers,perangkat hp
Ndak bisa dibuka... Habis tutorial lgsg forse close:'(,4,tidak dibuka habis tutorial lgsg forse close,perangkat hp
"Yeayyy!! Suka banget ama keseluruhan gamenya mulai dari story hingga gameplaynya , game jenis rpg memang selalu gk pernah bosenin , sayang banget ama developernya , semangat terus buat ngembangin ini game nya .",5,yeayyy suka banget story gameplaynya jenis rpg tidak bosenin sayang banget semangat ngembangin,bahasa atau cerita
Kenapa Ya Saya Saat Login Layarnya Hitam Tolong Diperbaiki Lagi Developer Code Atma,3,login hitam tolong diperbaiki developer code,koneksi
"Ini kenapa yaaa mau login susah bener,dulu pernah main pas mau masuk lagi lamaaa banget nunggunya",5,yaaa login susah bener main pas masuk lamaaa banget,koneksi
"Ada bug di saat tutorial gacha, gak bisa mencet ok",2,bug tutorial gacha tidak mencet oke,bahasa atau cerita
Game ya udah bagus cuma skill ya di jadikan bahan Indonesia aja aku kurang ngerti kalok pakek bahasa Inggris,4,ya bagus skill ya jadikan bahan indonesia ngerti kalok pakek bahasa inggris,bahasa atau cerita
Pas baru mau main gamenya kok malah layar hitam udah nunggu lama masih layar hitam gamenya👎👎👎👎👎👎👎👎👎👎,1,pas main layar hitam nunggu layar hitam,koneksi
Sangat bagus gamenya cuman kurangnya gachanya susah dapet hehehhe,5,bagus cuman susah hehehhe,bahasa atau cerita
Makasih kak udh update bhs indo nya,5,kak update bhs indonesia,bahasa atau cerita
"Udah lama vakum, akhirnya download lagi. Feel nya tetep sama, game nya enggak pelit, story ny masih dapet pengembangan.",5,vakum download feel tetep tidak pelit story ny kembang,bahasa atau cerita
Nice game. Buatan lokal lagi. Pertahankan yak! Semangaat!,5,nice lokal pertahankan yak semangaat,karya bangsa
Mohon maaf kenapa saya sudah mengikuti tutorial summon harus summon lagi dan juga kadang recconect jaringan udah bagus,1,mohon maaf tutorial summon summon kadang recconect jaring bagus,perangkat hp
"Susah banget mau login akun yang dlu,error mulu jadi ilang mood buat main :(",1,susah banget login akun error mulu ilang mood main,koneksi
"Update cerita dong.. masa story cuman sampe chapter 7, chapter setelahnya malah battle battle doang Seru ceritanya.. pengen banget Kasna jadian",5,update story cuman sampe chapter 7 chapter battle battle doang seru ceritanya pengen banget kasna jadian,bahasa atau cerita
Ini game RPG Indonesia terbaik deh dulu pernah download ini game dan gk nyangka sekarang udh sebagus ini Agate terbaik lah,5,rpg indonesia deh download tidak nyangka sebagus agate,karya bangsa
Tidak bisa login karena setiap ingin login aplikasi ny selalu relog,1,tidak login login aplikasi ny relog,koneksi
Dev Ini Game Kenapa Dah Setelah Update Bahasa Indonesia berasa Lemot banget setiap Gua Pencet Fitur pasti Loadingnya lama banget berasa Kayak Hp Ngefreeze bahkan gak lama setelah itu tiba2 Force Close. Ini Bug apa begimana dah Tolong dong Dev diPerbaiki.,2,dev dah update bahasa indonesia lemot banget pencet fitur banget kayak hp ngefreeze tidak force close bug begimana dah tolong dev diperbaiki,bahasa atau cerita
ini kok gw stuck di layar item abis tutor yak ?.. tolong dong,5,stuck layar item abis tutor yak tolong,perangkat hp
Pembawaan cerita yang menarik. Apalagi genre game RPG yang punya story kayak gini itu favorit saya,5,bawa cerita tarik genre rpg story gini favorit,karya bangsa
Semoga update ditambah kan atma baru,5,moga update ditambah atma,bahasa atau cerita
"Gamenya bagus,tapi kurangi loading nya min.",4,bagus kurangi loading min,perangkat hp
Game *SUPRANATURAL RPG* yg bagus banget nih,5,supranatural rpg bagus banget,karya bangsa
"Loading .... Play 1,5 mnt = 1,6 gb !!!! Wow !!!!",4,loading play mnt gb wow,perangkat hp
"seru deh gamenya, dan juga ceritanya lumayan menarik karna ada bahasa indonesianya. Awal² main masih agak bingung, tapi lama² mulai paham juga. Best sih!",5,seru gamenya ceritanya lumbago tarik bahasa indonesianya main bingung paham best,bahasa atau cerita
Game nya bagus dev nya juga ramah ngasih reward dan story nya juga bagus bet walau cuma op nya game nya best dah pokok nya :v,5,bagus dev ramah ngasih reward story bagus bet op best dah pokok v,bahasa atau cerita
Akhirnya bahasa Indonesianya tersedia makasih untuk developer,5,bahasa sedia makasih developer,bahasa atau cerita
"Mntp coy mau masuk ke dalem game aja loading nya lama banget blm registrasi/buat akun aja blm apaa lagi main gamenya memasuki gamenya aja udh error loadingnya lama bngt bngt udh nunggu 30 menit sambil ketiduran tpi tetep di liat lagi masih di logo oolean,melon,telkom (Indonesia), agate kan mau masuk maupun buat akun jdi kek hambat gara² loading screen nya itu lama bngt ajim",1,mntp coy masuk dalem loading banget blm registrasi akun blm apaa main masuk gamenya error bngt bngt nunggu menit tidur tpi tetep liat logo oolean melon telkom indonesia agate masuk akun jdi kek hambat gara loading screen bngt ajim,koneksi
