X,y
nice min lanjutkan suka bngt chapter lgi porsi muncul bnyk n ditunggu story chapter,1
hmm tolong diawal trs trs bosan trs tidak digoyang goyang layarnya gaya tarung contoh afk arena summoners war dimana gerak tidak gantian trs enteng yaa afk enteng lumbago force close semangat,1
lumbago seru bs mode cakap recommended pengen main rpg nuansa hantu indonesia tidak boros kuota,1
seru banget hantu indonesia emang best,1
semangat geme indonesia makasih agande geme badung geme keren,1
chapter dah tidak sabar lanjutin,1
suka bagus banget asli indonesia indonesia wajib coba segi gameplay efek dah bagus cuman tu bingung taunt stun petrify tolong update kaya bilang jelek macem mending asyik gantung main,1
bagus banget gameplay grafik bagus tinggal bahasa indonesia indonesia bahasa indonesia,1
berat mainkan vivo sudan bagus mohon kembangkan,1
habis update story suka blank gabisa nikmatin alur deh atur pilih bahasa inggris indonesia,-1
bikinin versi moba dev kek bagus,1
oke grafik oke tidak pusing,1
bagus seru tidach buka bahasa indonesia ya plis tau ganti bhs seru banget banget banget byeeeeee,1
cipta indonesia moga dunia touramen gamer indonesia suka hidup indonesia juang ya,1
bagus ya indonesia hantu tradisional,1
rpg indonesia bagus banget tidak nyesel download perbanyak update update animasi gerak hero war battle ditambah smooth halus gerak oke,1
bagus banget keren saran min tolong story quest tidak cepat kelar gituloh,1
keren banget kudu maen,1
kasih mama mengizin main janji nilai bagus bagus suka mama,1
ancur animasi pas atma ultimate move skill,-1
pakai kartu telkomsel masuk ya mahal harga paketya tidak pakai kartu,-1
pas loading bagus tingkat,1
broo suka ginian update aneh yaa bintang jan thank,1
atma riski ngentot lo kontol ya emang emang kontol,-1
karya anak bangsa auto download seru developernya gini semangat ya,1
suka tampilan home bagus bagus milf loli ikemen shota bagus,1
seru perang khodam dunia nyata fitur fusion gabung khodam jd,1
jalan cerita bagus bgt sii parah,-1
karakter asyik coba keren banget,1
semangat perbanyak ya event misi misi tarik,1
perfect animasi mulus bagus banget cocok musik abis chapt 0 story sgt dalem selesai chap cmn selesai chap chap trs masuk trs kendali makhluk setua alam semesta sempet rinding n diem masterpiece bgt rilis global harum nama bangsa suka detail passionate,1
bagus jalan cerita gameplay tarung disediakan fitur tukar hero bintang timbang ngabisin diamond hero bintang fitur barter hero gift hero daftar list teman terimakasih keep,1
bagus bet semangat kk dev semangat,1
la ya tutorial aga gaenak peas,-1
alur bagus gasabar update wkwkw,1
saran pas masuk fitur skip pas sengaja hapus download tutorial diamond tidak dipaksa kuhapus moga didengerin ya main kehalang tutorialnya fitur skip,-1
saran login login free quest bahan bahan story emang event player lvl pas battle targetkan musuh auto target koneksi jelek lag bagus,-1
kualitas ekpektasi bagus makasih ya,1
stuck summon tutorial purchase diamond,-1
seru campur budaya horor asli indonesia simple seru mainin pas santai mantep dah emang indonesia,1
bagus beud moga kembang developer indonesia maju,1
download disuruh download versi jalan mohon perbaiki perbaiki,1
semenjak update lemot ya suka hmmm bagus tolong perbaiki bug crush,-1
diadakan event dimana event kolaborasi bumi langit universe sri dll,1
bagus indonesia asli cuka rpg idle coba dh meningan dicoba doang dmaenin jga seru tidak bau bau,1
tunggu opsi pilih bahasa muach semangat developer,1
indonesia kembang love indonesia,1
event banyakin doang chapter ya,1
maaf admin habis login pakek akun fb habis tu akun fb hack sangkut tolong gimana fb buka,1
bagus santai baca komik,1
segi gameplay lumbago segi story wuuussshhhh sumpah sedih ditambahin biar seru teruslah karya agate games gamersindo,1
keren bat uyy tau temenan kasi tau tq,1
agate games tolong kayak gini offline suka online kayak gini offline saran terima,1
keren banget idle coba tidak story apik epik code,1
alur ntaps bet fight ny seru komik film anime seru,1
bagus mitologi mitologi nusantara indonesia contoh gatotkaca cindaku bunian lembuswana makara kuda sembrani cerita rakyat contoh emas cerita emas sura si hiu cerita usul surabaya daerah daerah beda beda jawa sumatra kalimantan daerah daerah cerita wayang rahwana dewi shinta makhluk gaib dewa hindu,1
far bagus saran dikit motion atma battle smooth lgi pilih fps sma resolusi ringankan dah gtu,1
seru cintai produk lokal saran dicintai hp kentang sahabat voice atma,1
oke gerak karakter oke sayang hpku cepat panas main,1
login ya engga bagus kadang lemot okay like success,1
bagus storynya suka saran mudahan pvp battlenya tidak auto,1
bagus cuman caracter op musuh mudah kalah,1
saran atma disynth hilangkan lilin tingkat beda zonk gacha obat tiup lilin ditambah event event ladang koin ditunggu update main story altar maju indonesia,1
versi bhs indonesia takut blom update bhs indonesia bhs indonesia,1
tidak daftar akun yah masuk agate account email email daftar daftar pas coba akun agate id sandi email salah edit daftar edit yah pakai akun sayang yaudahlah main makasih dah ngerespon,1
hope get movie adaptations,1
tidak buka kangen mbak yu,1
bntar update kgk mainin bete update bntar update bahasa bahasa indonesia pkek bahasa ank bangsa tpi kyk,-1
mantep banget baca novel agen detektif film seru,1
dri agate games bagus semuaaa suka banget,1
bagus tarik dibandingkan berat mohon dioptimalkan gambar karakter gambar karakter disesuaikan kondisi,1
bagus dev indonesia nama char nama legenda mitoa indonesia berat banget dibandingan rupa top deh maju anak bangsa,1
setan indonesia karakter hero modern tidak seram milik cerita urban legend kuat tarik coba overpowernya hmm tarik denganmu tarik yuk kalahkan brrsaing atma kuat hahaha,1
sayang bahasa indonesia diganti inggris ya cari pasar international lupa pasar indonesia kang,1
santai mainkan kembangkan aspek masuk story atma ditambah ya,1
bagus smooth chapter bener rilisnya doang mah,1
artwork keren semuaaaa jalan bagus hadiah berlimpah hehe,1
best tidak pelit tidak kaya sistem pay win,1
wkwkwkwk asli jijik banget parah maaf nilai jujur,-1
ditunggu cerita chapter moga summon atma noni pas pas lawan atma,1
gameplay musik bagus asyik deskripsi efek freeze taunt dll stash simpan atma tidak pakai tidak dibawa battle synth claim daily quest,1
kayak gini tu offline,-1
tolong dikasih fitur skip tanding,1
keren bgt moga kembangin good job agate games,1
ceritanya bagus komik minat moga maju code,1
tidak update seru main v,-1
tidak main main kesan w sadar b indonesia aq request blm dibalikin,1
ui suka simple futuristik enak diliatnya oke tidak flat semangat kreator tingkatkan ya,1
bagus berat mohon perbaiki ya,1
bagus masterpiece tunggu story kembangkan biar bagus,1
bagus saran hero ramai heheheh,1
basic idle tarik tambahkan fitur senjata khusus timbul efek mini skill contoh rama panah rama buff attk kian menambhakan combo element dipertimbahakan pengmbang,1
saran story singkat padat scene ko biar simple kesana kenal fitur main nikmati pake kaya dengrin org curhat main kurangi interaksi kaya main pilih dialog zz malesin bgt jdi nikmat mending tonjolin visual effect simple kaya berat fitur tidak deh salam gamer idle,-1
local pride ngukut jurig konyol oraits laj,-1
bagus cuman optimal main ganggu jaringanku bermasalah maaf bintang,1
bagus bgt cuman tidak kena loading kadang suka loading bingung digimanain kadang kezel pas liat cerita loading,1
keren kayak baca komik pilih opsi,1
bagus suka tolong perhalus smooth,1
download ya tolong perbaiki,1
negeri ngalain genshi imoack hehehehe berani pocong,1
kak developernya indonesia top kasih standart indonesia wkwk dollar ppn wkwk orang indonesia wkwk,1
hp kentang berat ml,-1
play seru story bagus,1
tambahkan bahasa indonesia biar paham alur cerita,1
bagus kendala pas mencet chapter ambil hadiah chapter tidak buka bantu,1
nice isi penat mikir kembang ya code atma nice one,1
semangat developer downloader download periksa spek hp spek ram gb tidak kuat ram gb lancar maaf tidak suka saran buktikan pake hp adik kian saran downloader saran developer tanggapin semaksimal keluh player maju maju indonesia maju,1
konsepnya afk arena sm 7knight sbg free player tidak komplain coz bandingin sm dh sm diamond campaign dll sm butuh gacha imbang variable luang hero kyk afk arena sm 7knight event ja blm tsb cm mw brkiblat login ksh hero free lvl low ascend hero afk arena tidak ksh hero free ascend tidak butuh hero kyk gt aj dev,1
bikin indonesia server negeri ya ping merah,-1
bagus coba lagunya gamelan,1
susah bat dpt bintang anjim,1
tidak buka stuck tulis agate solusi,-1
kian tidak main nyata banget update lewatin nyesel hapus hp ram ram dibutuhkan diatas ram tidak betah gara gara lag banget kuhapus alham dulilah hp ram,1
tidak email registered already,-1
gokil ngangkat urban legend indonesia hantu wkwkwk,1
anak bangsa mantab jiwa,1
bagus alur diperpanjang alur cerita bagus betah,1
indonesia bagus tidak nyeremin,1
alur tarik seru pas spekulasi cocok player ftp tidak uang gacha rate gacha tidak,1
semangat developer kembang kenal negeri,1
keren banget addicting cuman fitur chat global club pvp mode gacha mending beli gacha guaranteed atma bintang grafik gerak aktif atma kembang fokus fitur homescreen kayanya sisaya bagus tetep semangat ya keren bangettttt,1
kak mohon update jual hero atma numpuk permudahkan soul mengupgrade hero atma susah kak cari soul hero atma mentok lvl,-1
keren pokoknya ngikutin alur budaya indonesia bngt dikemas bentuk modern good job,1
min knp wktu loading logo telkom ya pdhl jringan aman aman ram msih sisa knp ko stuck logo melon telkom mulu reboot instal ulang hapus data tetep tidak gmana device mi,1
download ulang tetep stuck logo oolean telkom indonesia melon agate,-1
koneksi dah stabil n senang,1
benerin hubung abis update parah,-1
tarik konten indonesia banget story sempurna smooth ditunggu keren,1
masuk asset checking failed,1
keren parah rekomendasi banget deh,-1
mantap suara lagu bavksound uhh adem beut dengernya b,1
oh iya developer kasih fitur chat donk friend list biar ngobrol temen saran kasih perpus jd disitu dpt baca baca skill char blum didapetin jd gampank combo seru dipertimbangkan kk,1
gg gaming mantap dah,1
gg gaming grafik karakter ulti bagusin dikit,1
bagus problem kadang alam hank oke puas moga kembang,1
offline online ya donlod,1
bang saran perbaikin erand hadiah ko lbh gede dahal syarat lbh,1
min bagus cma tulis update playstore update,1
uninstall didownload gag kebuka,-1
saran developer script kalimat atma kuat sikarakter tampilan olah pakai kamera gimana player cari atma app connect kamera buru atma atma tidak sumon doang realistis,1
wujud saran alur cerita bahasa indonesia tpi atma bahasa ingris bahasa indonesia coba ditambah asli asli indonesia blum,1
keren tidak nyangka gini indonesia,-1
nice harap ditingkatkan seru,1
well overall gamenya keren sulit paham bahasa lawan atma power pas pasan keren bener dah ya ngasih rating bintang pake bahasa inggris astaghfirullah dosa klean developer ya agustus cerita utama atma muncul download,1
min diganti bahasa inggris,1
bagus banget grafik jalan ceritanya main rpg jatuh cinta super duper keren pakai legenda indonesia main kecewa mohon developer bug rekomendasi banget pokoknya download deh dijamin tidak nyesel,1
kayak diapresiasi salah indonesia salut moga kedepannya ditambah tunggu ya chapter chapter semangat developers code,1
bagus tidak bagus blm tau download suport orang indonesia wajib support anak bangsa kwkw,-1
min tombol log pake kasar hero bintang bintang nanggung gedein hero bintang tidak bintang,1
far bagus min unsur hantu kerasa saran fitur pilih bahasa tidak cuman bahasa inggris makasih min,1
overall bagus sulit akun tidak suport google play sulit patah hp dukung jaring moga code,1
koneksi failed pdhal main lancar,-1
bagus anak bangsa moga sukses harum nama indonesia,1
suka banget tidak serem tolong buto ijo kuchisake onna,1
didownload update pas cek play store ter update mohon diperbaiki,-1
tawarin fitur oke banget visual novel paham visual novel ukur bilang sahabat banget temukan bahasa tidak bahasa indonesia rekomendasiin banget,1
grafik oke musik oke santai tidak klik jempol pegel salut dukung indonesia voice backstory karakter demonstrasi skill karakter gerak hidup diperbanyak event karakter kadang dijumpai blank hitam bug tekan karakter pindah diperbaiki semangat,1
maaf bintang download dihp beda keluh uninstall,-1
oke segi update atma indonesia leak bali wayang legend si cepotdan tarung atur strategi lambang logo tank rogue healer ranger wizard gambar tau atmanya peran pasang tambakan add friend battle grub ya min,-1
bagus tolong permudah uang exp hero uang,1
mintince masuk notif pleas check conection lancar tidak coba hapus data dimana pagi download kian,-1
atma jawa iyaa ny seru,1
bagus bet parah storynya grafik mantep kadang ya upgrade tidak henti,1
tidak buka buka siang,-1
keren setan setan indonesia dijadiin keren banget,1
bagus banget indonesianya yah bagus tetep download indonesia beneran indonesia coba tolong ngeyakinin pake bahasa daerah wkwkwk,1
download kmren maen fine stelah update stuck knp,1
nuansa gini model mmorpg mode tualang oke oke,1
bintang gacha edisi anak bangsa masukkan gerak tangannya kaki kepala gerak aktif overall cerita efek skill keren harap main tidak top hehe thanks,1
lumbago seru tidak bosan,1
update jaring pedahal kadang jaring buruk,-1
seru banget semangat update cerita min,1
bagus kadang tombol sensitif diperbaiki biar mudah laku klik,1
kembang dukung pengaruh tiongkok hilang,1
keren banget segi visual mantep recommended banget,1
bagus banget deh pokokny downlod jadiin moba seru,1
asyik tidak bosen dimana gamenya indonesia deh orang indonesia,1
suka suka misteri suka gacha donlod data sayang banget sk,1
ngubah bahasa gimana ya tidak,-1
lokal seru alur tidak mudah tebak,1
tidak nargetin lawan manual,-1
bagus chapter reset otomatis complete hilang alur,1
nice gameplay good story,1
story bagus bagus moga maju,1
hello developers nostalgic lihat recommend jujur enak salah bersih cache hp memain layar hitam sedetik terkeluar maaf ya hp rusak gimana terimakasih semangat developers,1
